,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,MedianAge,MedianHouseholdIncome,MeanHouseholdIncome,PercentBachDegHghr
234,Riverside,Moreno Valley,42,4.4,4.5,31.8,31.5,42,4.4,3.8,31.8,27.9,42,4.4,3.3,31.8,26.0,42,4.4,3.3,31.8,23.7,42,4.4,3.0,31.8,19.6,42,4.4,3.1,31.8,19.2,42,4.4,3.2,31.8,23.2,193365,94273,99092,28.6,27.4,29.8,3.74,3.99,16175,62496,120063,28536,19031,12134,51.20,32.30,193365,182304,80969,34889,1721,11867,794,922,5437,362,678,1394,2280,1117,138,220,455,304,51741,192811,51592,29000,73475,49655,26819,11031,11925,4002,33.9,56529.0,73752.0,20.5
235,Santa Clara,Morgan Hill,34,6.1,4.4,16.3,11.1,34,6.1,4.3,16.3,10.9,34,6.1,4.0,16.3,11.3,34,6.1,5.3,16.3,15.2,34,6.1,5.3,16.3,14.1,34,6.1,4.7,16.3,12.5,34,6.1,5.3,16.3,15.1,37882,18738,19144,36.8,35.6,37.9,3.04,3.39,2794,10838,25656,7877,5507,3598,50.50,28.60,37882,35550,24713,746,335,3852,650,751,886,364,191,708,302,125,27,39,19,40,5779,37496,12326,7581,12868,9681,2751,933,1970,749,36.4,91702.0,120718.0,46.5
236,Santa Clara,Mountain View,39,7.8,4.4,10.9,5.6,39,7.8,4.6,10.9,5.7,40,7.8,4.0,10.9,5.0,40,7.8,3.8,10.9,4.9,40,7.8,3.7,10.9,4.7,40,7.8,3.9,10.9,4.1,41,7.8,3.7,10.9,3.8,74066,37695,36371,35.9,35.1,36.9,2.31,3.01,5254,14595,57673,15199,11148,7846,49.10,19.70,74066,70305,41468,1629,344,19232,4344,7995,2499,1548,1031,694,1121,391,29,44,43,275,7241,73801,31957,13806,17146,13430,4324,905,6568,2208,36.4,91702.0,120718.0,46.5
237,Riverside,Murrieta,41,4.6,4.1,23.0,19.8,41,4.6,3.6,23.0,17.9,41,4.6,3.2,23.0,17.1,41,4.6,3.2,23.0,19.2,42,4.6,3.4,23.0,17.8,42,4.6,2.9,23.0,14.6,42,4.6,3.1,23.0,15.3,103466,50460,53006,33.4,31.8,34.9,3.15,3.51,7277,31471,67161,18747,14029,10405,51.20,30.40,103466,97121,72137,5601,741,9556,464,690,4966,390,748,1045,1253,391,73,176,80,62,8695,103037,32749,20577,37588,28369,7300,2481,4823,1818,33.9,56529.0,73752.0,20.5
238,Napa,Napa,45,7.3,6.0,18.2,14.9,46,7.3,4.4,18.2,10.9,46,7.3,3.7,18.2,9.8,46,7.3,4.0,18.2,12.2,46,7.3,3.4,18.2,9.7,46,7.3,3.5,18.2,9.5,46,7.3,3.4,18.2,8.9,76915,37947,38968,37.4,35.4,39.4,2.69,3.25,5058,18848,55124,19574,14727,10491,50.70,24.50,76915,74032,57754,486,637,1755,186,299,551,302,153,75,189,144,46,51,3,44,13256,75678,28166,13862,22482,16497,5651,1796,5517,1915,39.8,70443.0,94451.0,31.3
239,Napa,Napa-Unincorporated,42,6.4,2.8,8.2,3.2,42,6.4,3.8,8.2,4.6,42,6.4,3.0,8.2,3.7,42,6.4,4.5,8.2,5.5,42,6.4,3.4,8.2,3.9,42,6.4,3.2,8.2,3.6,42,6.4,4.1,8.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,70443.0,94451.0,31.3
240,San Diego,National City,42,6.9,5.4,20.7,15.9,42,6.9,5.1,20.7,13.8,42,6.9,5.0,20.7,14.7,42,6.9,4.9,20.7,16.0,42,6.9,4.8,20.7,14.5,42,6.9,4.8,20.7,14.1,42,6.9,4.8,20.7,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,62962.0,84889.0,34.6
241,San Bernardino,Needles,26,5.4,5.3,20.0,21.1,26,5.4,5.1,20.0,21.0,27,5.4,4.7,20.0,20.7,27,5.4,5.1,20.0,20.4,28,5.4,4.9,20.0,18.9,24,5.4,5.0,20.0,18.9,24,5.4,5.4,20.0,19.0,4844,2441,2403,39.3,36.7,41.2,2.52,3.12,377,1283,3367,1417,1082,765,49.60,26.50,4844,4530,3669,95,399,35,6,9,5,0,11,2,2,9,4,1,0,4,323,4839,1918,712,1373,1001,458,237,378,192,31.9,54090.0,69091.0,18.7
242,Nevada,Nevada City,36,11.7,9.5,11.6,8.8,36,11.7,9.2,11.6,8.4,36,11.7,7.0,11.6,6.7,36,11.7,7.3,11.6,8.3,36,11.7,4.5,11.6,5.3,36,11.7,5.7,11.6,6.6,38,11.7,7.4,11.6,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,57353.0,75824.0,32.3
243,Nevada,Nevada-Unincorporated,43,2.5,3.2,19.2,24.1,43,3.0,3.1,22.7,23.8,43,3.0,3.1,22.7,26.4,43,3.0,3.2,22.7,30.4,43,3.0,3.2,22.7,25.0,41,3.0,4.1,22.7,31.1,44,3.0,3.6,22.7,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,57353.0,75824.0,32.3
244,Alameda,Newark,45,7.3,4.8,16.0,11.2,45,7.3,4.1,16.0,10.0,45,7.3,3.7,16.0,10.0,45,7.3,4.5,16.0,13.1,45,7.3,4.0,16.0,10.8,45,7.3,4.0,16.0,10.6,45,7.3,4.5,16.0,11.6,42573,21217,21356,35.4,34.4,36.5,3.27,3.6,3142,10799,30154,8980,6511,4526,50.20,25.40,42573,39774,17566,2002,279,11571,2500,2612,4054,252,261,980,912,621,31,56,119,415,7735,42428,12972,7832,13743,8966,5313,1620,2568,752,36.8,72112.0,96982.0,41.8
245,Orange,Newport Beach,26,9.6,7.8,11.5,8.7,26,9.6,6.9,11.5,7.8,26,9.6,5.5,11.5,7.0,26,9.6,5.6,11.5,7.6,26,9.6,5.7,11.5,7.1,27,9.6,6.0,11.5,7.6,27,9.6,6.4,11.5,7.8,85186,41973,43213,44.0,43.1,44.9,2.19,2.81,3249,14744,68085,28021,22018,16162,50.70,17.30,85186,82693,74357,616,223,5982,691,1825,619,821,843,668,515,114,49,20,22,23,1401,84784,38751,17273,18726,14121,2253,463,7781,2079,36.4,75422.0,101134.0,36.8
246,Riverside,Norco,39,11.4,8.4,23.1,15.9,39,11.4,7.3,23.1,14.0,39,11.4,6.8,23.1,14.1,39,11.4,7.1,23.1,16.4,39,11.4,6.9,23.1,15.8,39,11.4,5.5,23.1,12.2,39,11.4,5.8,23.1,12.7,27063,15636,11427,39.5,38.7,40.8,3.23,3.53,1229,5488,20345,5782,3996,2620,42.20,20.30,27063,26199,20641,1893,248,844,78,113,250,63,96,125,119,59,28,12,14,5,2514,22666,7023,4353,7323,4297,2426,1005,1541,415,33.9,56529.0,73752.0,20.5
247,Los Angeles,Norwalk,40,4.0,4.0,22.1,22.1,40,4.0,3.4,22.1,18.7,40,4.0,2.6,22.1,15.7,40,4.0,2.5,22.1,15.5,40,4.0,2.5,22.1,14.8,40,4.0,2.4,22.1,14.8,40,4.0,2.7,22.1,14.5,105549,52364,53185,32.5,31.0,34.1,3.83,4.1,7416,29164,70891,20427,14807,10431,50.40,27.60,105549,100980,52089,4593,1213,12700,870,908,5581,260,2610,822,1649,431,62,55,173,141,29954,103934,27130,15190,36793,21609,18102,6635,6719,1890,35.1,55909.0,81416.0,29.7
248,Alameda,Oakland,49,5.8,5.0,15.3,12.4,49,5.8,4.0,15.3,10.0,49,5.8,3.8,15.3,9.9,49,5.8,4.0,15.3,10.8,49,5.8,4.1,15.3,10.0,49,5.8,3.9,15.3,9.6,49,5.8,3.9,15.3,9.2,390724,189519,201205,36.2,35.5,36.9,2.49,3.27,26099,83120,293489,89240,64594,43559,51.50,21.30,390724,368847,134925,109471,3040,65811,2114,34083,6070,2031,2446,8766,10301,2222,168,142,238,1674,53378,382586,153791,50797,99759,68546,39299,12280,38940,14731,36.8,72112.0,96982.0,41.8
249,San Diego,Oceanside,43,6.3,4.6,29.4,21.1,43,6.3,4.2,29.4,19.3,43,6.3,4.0,29.4,19.5,43,6.3,4.1,29.4,21.0,44,6.3,4.0,29.4,19.1,44,6.3,3.7,29.4,17.6,45,6.3,3.9,29.4,18.2,167086,82424,84662,35.2,33.6,36.9,2.8,3.32,11638,39817,119716,38983,29400,21501,50.70,23.80,167086,157389,109020,7873,1385,11081,407,1010,5705,1243,609,1178,929,2144,261,325,1330,228,25886,166150,59238,30201,47724,33038,15581,5599,13406,3976,34.8,62962.0,84889.0,34.6
250,Ventura,Ojai,42,8.3,7.5,16.6,14.7,42,8.3,7.5,16.6,14.6,43,8.3,6.6,16.6,13.9,43,8.3,6.8,16.6,15.0,43,8.3,6.5,16.6,14.2,44,8.3,6.3,16.6,13.3,44,8.3,6.0,16.6,12.0,7461,3425,4036,47.1,44.5,49.1,2.34,2.95,342,1520,5701,2678,2006,1433,54.10,20.40,7461,7243,6555,42,47,158,14,27,37,32,24,8,16,1,0,0,1,0,440,7281,3111,1396,1949,1389,338,113,487,176,36.6,76544.0,98869.0,31.4
251,San Bernardino,Ontario,44,9.9,8.8,16.4,13.2,45,9.9,7.6,16.4,11.7,45,9.9,6.7,16.4,11.5,45,9.9,7.0,16.4,12.4,45,9.9,6.8,16.4,11.6,45,9.9,6.3,16.4,10.9,45,9.9,6.7,16.4,12.2,163924,81563,82361,29.9,29.0,30.8,3.63,3.98,13735,49443,105889,24897,17033,11054,50.20,30.20,163924,156270,83683,10561,1686,8453,640,1258,2909,263,488,1612,1283,514,69,45,128,272,51373,163166,44931,23789,58176,38264,24046,9702,12224,3854,31.9,54090.0,69091.0,18.7
252,Orange,Orange,41,10.1,7.7,14.4,10.7,42,10.1,7.0,14.4,10.2,41,10.1,6.4,14.4,10.1,42,10.1,6.0,14.4,10.2,42,10.1,5.6,14.4,8.7,42,10.1,5.4,14.4,8.5,42,10.1,5.3,14.4,8.2,136416,68723,67693,34.8,33.3,36.3,3.0,3.42,8681,32096,96631,28663,20913,14628,49.60,23.50,136416,131011,91522,2227,993,15350,1460,2225,2892,1106,1830,4310,1527,352,98,59,99,96,20567,130163,43367,23572,39684,26754,12469,3860,11071,2815,36.4,75422.0,101134.0,36.8
253,Fresno,Orange Cove,29,11.4,2.8,117.3,32.3,29,11.4,2.7,117.3,29.0,32,11.4,2.8,117.3,30.3,32,11.4,3.4,117.3,48.2,32,11.4,3.8,117.3,45.6,33,11.4,3.1,117.3,40.9,34,11.4,2.7,117.3,36.2,9078,4560,4518,23.6,23.5,23.7,4.39,4.53,1132,3619,4938,1105,766,513,49.80,39.90,9078,8728,3940,72,131,101,0,23,49,3,0,0,26,3,2,0,0,1,4481,9078,2068,1202,3944,2935,1406,639,458,217,30.9,45563.0,63079.0,19.6
254,Orange,Orange-Unincorporated,37,5.9,5.7,32.4,32.2,37,5.9,5.6,32.4,32.5,37,5.9,5.1,32.4,31.2,37,5.9,4.6,32.4,97.9,37,5.9,4.3,32.4,35.4,37,5.9,4.1,32.4,31.6,37,5.9,3.8,32.4,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,75422.0,101134.0,36.8
255,Contra Costa,Orinda,47,4.1,4.1,21.8,20.1,47,4.1,3.9,21.8,19.1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,17643,8569,9074,47.8,47.5,48.0,2.69,3.03,806,4512,12782,6475,4983,3550,51.40,25.60,17643,16866,14533,149,22,2016,184,1124,120,170,159,58,201,24,1,2,1,20,122,17600,6553,4673,5512,4415,371,70,491,196,38.6,78756.0,106018.0,39.0
256,Butte,Oroville,39,6.0,5.9,8.6,8.3,39,6.0,6.6,8.6,9.2,40,6.0,6.2,8.6,8.7,40,6.0,9.0,8.6,15.0,40,6.0,10.4,8.6,14.7,40,6.0,13.5,8.6,18.9,40,6.0,5.3,8.6,8.1,15546,7519,8027,31.5,29.9,33.5,2.6,3.22,1307,4267,10419,3554,2683,1953,51.60,27.40,15546,14560,11686,453,573,1238,84,30,90,9,5,22,998,56,23,5,6,22,554,14662,5646,1893,4818,3706,1038,422,1267,648,37.0,43752.0,59081.0,24.4
257,Ventura,Oxnard,43,11.6,7.4,40.8,24.8,43,11.6,7.2,40.8,24.2,43,11.6,6.4,40.8,22.8,43,11.6,6.4,40.8,24.7,43,11.6,6.6,40.8,23.8,44,11.6,6.3,40.8,22.5,44,11.6,6.5,40.8,23.4,197899,100389,97510,29.9,29.3,30.5,3.95,4.2,17649,59018,128533,33338,23882,16418,49.30,29.80,197899,188805,95346,5771,2953,14550,586,656,10166,801,465,1203,673,658,87,172,327,72,69527,196465,49797,28319,66842,43999,32682,12187,18825,3711,36.6,76544.0,98869.0,31.4
258,Monterey,Pacific Grove,47,6.1,4.5,16.4,11.4,47,6.1,4.3,16.4,10.7,47,6.1,3.7,16.4,9.8,48,6.1,4.2,16.4,11.5,48,6.1,3.6,16.4,9.6,48,6.1,3.3,16.4,10.8,48,6.1,3.3,16.4,12.1,15041,6921,8120,48.1,45.2,50.1,2.09,2.74,614,2479,12162,5910,4534,3244,54.00,16.50,15041,14377,12710,199,78,872,43,148,141,160,258,18,104,49,3,10,4,32,469,14686,7020,2934,3181,2316,531,139,1020,407,33.0,59168.0,79378.0,23.0
259,San Mateo,Pacifica,42,3.5,3.1,33.2,29.1,43,3.5,2.8,33.2,26.2,43,3.5,2.7,33.2,25.9,43,3.5,2.9,33.2,28.9,43,3.5,2.6,33.2,23.0,43,3.5,2.5,33.2,22.1,43,3.5,2.8,33.2,24.8,37234,18196,19038,41.5,40.3,42.8,2.65,3.12,2020,7707,28339,10193,7097,4519,51.10,20.70,37234,34596,24166,976,206,7230,212,1853,3931,317,191,169,557,315,36,26,116,137,1703,37052,13967,7385,10503,6791,2648,772,2549,1106,39.3,88202.0,126129.0,44.4
260,Riverside,Palm Desert,42,13.3,8.9,22.3,13.4,43,13.3,8.1,22.3,12.7,44,13.3,6.6,22.3,12.0,44,13.3,6.7,22.3,13.3,44,13.3,6.5,22.3,12.5,44,13.3,6.2,22.3,12.1,44,13.3,6.9,22.3,13.2,48445,22777,25668,53.0,51.0,54.6,2.08,2.65,2021,7534,39555,22975,19740,15923,53.00,15.60,48445,47210,39957,875,249,1647,139,297,459,177,211,206,158,55,21,4,8,22,4427,48137,23117,10253,9334,6802,2225,591,3208,1600,33.9,56529.0,73752.0,20.5
261,Riverside,Palm Springs,35,13.9,9.7,30.6,18.7,35,13.9,7.7,30.6,14.7,35,13.9,6.5,30.6,13.6,35,13.9,7.0,30.6,15.2,35,13.9,7.3,30.6,14.9,35,13.9,7.4,30.6,15.2,35,13.9,7.7,30.6,15.6,44552,25125,19427,51.6,51.4,51.9,1.93,2.82,1725,6125,37363,19586,15700,11811,43.60,13.70,44552,43160,33720,1982,467,1971,126,156,1258,113,64,55,199,71,24,13,10,24,4949,44013,22746,5812,7412,5174,2516,789,5527,3338,33.9,56529.0,73752.0,20.5
262,Los Angeles,Palmdale,36,6.6,4.8,34.8,24.4,36,6.6,4.3,34.8,22.1,37,6.6,3.9,34.8,22.0,39,6.6,3.5,34.8,21.5,39,6.6,3.3,34.8,19.0,39,6.6,3.5,34.8,19.6,39,6.6,3.3,34.8,18.4,152750,74553,78197,29.7,28.2,31.1,3.55,3.87,12606,50514,93785,23232,15400,10107,51.20,33.10,152750,144550,74901,22677,1316,6548,621,451,3394,265,609,414,794,335,85,97,38,115,38773,152551,42952,24199,59380,41996,17755,7288,8265,3314,35.1,55909.0,81416.0,29.7
263,Santa Clara,Palo Alto,47,8.2,6.0,7.1,4.9,47,8.2,5.9,7.1,5.1,47,8.2,4.2,7.1,3.4,47,8.2,3.3,7.1,2.6,47,8.2,3.7,7.1,2.6,47,8.2,3.8,7.1,2.6,47,8.2,3.9,7.1,2.9,64403,31490,32913,41.9,40.5,43.1,2.41,3.04,3506,15079,48224,18630,14536,11006,51.10,23.40,64403,61706,41359,1197,121,17461,2776,9680,581,1319,1791,401,913,142,16,12,20,94,1426,63820,26493,13975,17716,14603,1995,368,3641,1167,36.4,91702.0,120718.0,46.5
264,Los Angeles,Paramount,37,6.0,5.2,21.7,17.6,37,6.0,4.6,21.7,15.5,37,6.0,3.9,21.7,14.0,37,6.0,4.3,21.7,16.1,37,6.0,4.3,21.7,14.3,37,6.0,4.6,21.7,14.6,37,6.0,4.1,21.7,12.9,54098,26315,27783,28.6,27.7,29.4,3.87,4.22,4685,17630,33527,7515,5222,3416,51.40,32.60,54098,51833,22988,6334,440,1629,113,71,731,63,100,54,497,419,14,38,318,49,20023,53788,13881,6919,20967,13888,8638,3341,3383,1258,35.1,55909.0,81416.0,29.7
265,Fresno,Parlier,37,5.5,3.8,71.6,43.8,36,5.5,3.0,71.6,35.9,36,5.5,2.6,71.6,34.1,36,5.5,2.5,71.6,39.9,37,5.5,2.9,71.6,42.7,37,5.5,1.8,71.6,27.3,36,5.5,2.5,71.6,16.4,14494,7420,7074,25.1,25.3,24.9,4.4,4.46,1697,5378,8294,1684,1187,797,48.80,37.10,14494,13989,7251,85,180,77,10,1,32,28,0,0,6,9,0,1,0,8,6387,14492,3297,1950,6115,4347,2142,912,988,319,30.9,45563.0,63079.0,19.6
266,Los Angeles,Pasadena,37,10.9,8.2,15.3,11.2,37,10.9,6.9,15.3,9.7,37,10.9,5.7,15.3,8.8,37,10.9,5.8,15.3,9.1,37,10.9,5.8,15.3,8.6,37,10.9,5.6,15.3,8.4,37,10.9,5.9,15.3,8.2,137122,66854,70268,37.2,35.7,38.6,2.42,3.18,8274,26507,105624,33826,25729,18562,51.20,19.30,137122,130431,76550,14650,827,19595,1742,6991,3692,2013,2709,632,1816,134,50,21,13,50,18675,133629,55270,22285,33311,22314,11567,3500,11196,3720,35.1,55909.0,81416.0,29.7
267,Riverside,Perris,35,6.3,7.4,20.6,24.1,35,6.3,5.9,20.6,21.4,37,6.3,5.3,20.6,24.3,37,6.3,4.1,20.6,26.6,37,6.3,4.1,20.6,26.3,37,6.3,4.0,20.6,25.7,37,6.3,4.2,20.6,23.2,68386,33899,34487,25.9,24.9,26.9,4.16,4.32,6836,25288,39352,7488,5046,3348,50.40,37.00,68386,64925,28937,8307,589,2461,193,179,1172,54,49,354,460,286,23,28,140,95,24345,68146,16365,9778,27661,20363,10230,4219,4112,1434,33.9,56529.0,73752.0,20.5
268,Los Angeles,Pico Rivera,40,8.6,6.5,38.8,29.4,40,8.6,5.9,38.8,26.8,40,8.6,5.5,38.8,26.6,40,8.6,5.2,38.8,23.0,41,8.6,4.8,38.8,19.6,41,8.6,5.0,38.8,20.3,41,8.6,4.7,38.8,19.6,62942,30746,32196,34.0,32.6,35.3,3.77,4.1,4262,16792,42915,13734,10451,7631,51.20,26.70,62942,60609,37411,602,871,1614,69,244,772,134,64,144,187,42,15,13,5,9,20069,62488,16566,8843,21919,11836,11497,4476,3663,1132,35.1,55909.0,81416.0,29.7
269,Alameda,Piedmont,35,4.1,2.6,36.6,20.7,35,4.1,2.3,36.6,17.4,35,4.1,1.5,36.6,12.1,33,4.1,2.1,36.6,19.7,33,4.1,2.6,36.6,21.2,34,4.1,2.4,36.6,19.5,34,4.1,1.7,36.6,11.6,10667,5188,5479,46.2,45.6,46.7,2.81,3.11,516,3017,7433,3620,2585,1639,51.40,28.30,10667,10113,7917,144,6,1939,107,1283,85,150,142,52,120,13,3,4,3,3,94,10664,3801,2738,3603,2943,236,58,286,105,36.8,72112.0,96982.0,41.8
270,Contra Costa,Pittsburg,48,6.7,6.9,40.0,38.8,48,6.7,5.9,40.0,33.4,48,6.7,4.4,40.0,23.7,48,6.7,4.3,40.0,25.7,49,6.7,3.5,40.0,19.0,50,6.7,4.1,40.0,22.1,50,6.7,4.7,40.0,24.9,63264,30806,32458,32.5,31.3,33.7,3.22,3.64,4990,17385,42886,12062,8286,5439,51.30,27.50,63264,58616,23106,11187,517,9891,1251,734,6253,114,120,717,702,645,42,42,108,453,13270,62973,19527,9833,21218,14233,8179,2736,4216,1626,38.6,78756.0,106018.0,39.0
271,Orange,Placentia,36,7.3,5.8,20.9,17.0,36,7.3,5.4,20.9,15.8,36,7.3,4.8,20.9,14.7,36,7.3,4.7,20.9,16.7,36,7.3,5.1,20.9,16.4,36,7.3,4.7,20.9,15.0,36,7.3,4.4,20.9,16.1,50533,24877,25656,36.0,34.3,37.7,3.07,3.44,3327,12445,35930,11927,9004,6343,50.80,24.60,50533,48525,31373,914,386,7531,922,1476,1569,506,978,1349,731,74,23,12,17,22,8247,50196,16365,9399,15683,10459,5103,1636,3646,838,36.4,75422.0,101134.0,36.8
272,Placer,Placer-Unincorporated,41,6.3,4.8,20.2,14.7,41,6.3,4.2,20.2,13.0,41,6.3,3.8,20.2,12.6,41,6.3,3.7,20.2,15.5,41,6.3,3.6,20.2,13.0,41,6.3,3.6,20.2,12.9,43,6.3,3.9,20.2,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,72725.0,91628.0,35.1
273,El Dorado,Placerville,38,6.9,4.4,10.3,4.6,38,6.9,5.1,10.3,5.4,38,6.9,3.2,10.3,3.4,39,6.9,3.4,10.3,4.1,39,6.9,4.5,10.3,4.6,40,6.9,5.5,10.3,5.6,40,6.9,4.8,10.3,5.0,10389,4930,5459,40.4,36.9,43.9,2.37,2.97,662,2277,7684,3171,2449,1841,52.50,21.90,10389,9936,8716,80,162,98,24,17,25,15,3,0,14,13,7,2,2,2,867,9788,4129,1607,2680,2004,570,210,802,358,44.1,69297.0,90247.0,32.0
274,Contra Costa,Pleasant Hill,42,5.0,5.0,10.0,9.8,42,5.0,4.4,10.0,9.0,42,5.0,3.9,10.0,8.2,42,5.0,4.0,10.0,10.1,43,5.0,3.1,10.0,7.1,42,5.0,3.1,10.0,7.2,42,5.0,3.9,10.0,9.3,33152,16070,17082,40.7,38.7,42.5,2.38,2.96,1813,6563,25049,9234,6721,4606,51.50,19.80,33152,31320,24846,686,127,4516,367,1448,1017,423,571,200,490,66,15,16,1,34,1079,32689,13708,6329,8436,6065,1477,338,2739,941,38.6,78756.0,106018.0,39.0
275,Alameda,Pleasanton,39,10.0,9.1,11.6,10.0,39,10.0,7.7,11.6,8.7,39,10.0,5.9,11.6,7.5,39,10.0,5.8,11.6,8.1,41,10.0,5.4,11.6,7.2,42,10.0,5.9,11.6,7.7,39,10.0,6.2,11.6,7.7,70285,34444,35841,40.5,39.8,41.2,2.77,3.2,3904,19024,49186,16027,11279,7661,51.00,27.10,70285,66932,47058,1190,226,16322,5214,5655,1521,624,1882,429,997,134,32,29,11,62,2002,69829,25245,16206,23114,18242,2796,638,2468,1043,36.8,72112.0,96982.0,41.8
276,Plumas,Plumas-Unincorporated,34,6.4,5.9,19.8,17.8,34,6.4,5.5,19.8,16.9,34,6.4,4.6,19.8,15.2,34,6.4,4.2,19.8,15.8,34,6.4,4.8,19.8,15.9,34,6.4,4.5,19.8,14.7,38,6.4,4.8,19.8,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,45794.0,62345.0,22.6
277,Mendocino,Point Arena,34,2.9,4.9,7.3,11.4,34,3.1,3.3,7.3,7.4,34,3.1,3.4,7.3,7.3,32,3.1,5.6,7.3,11.7,32,3.1,4.9,7.3,8.0,32,3.1,4.7,7.3,7.5,32,3.1,5.0,7.3,15.5,449,235,214,40.0,39.1,41.5,2.34,3.08,12,112,319,114,80,58,47.70,24.90,449,426,305,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,449,192,62,130,102,16,4,49,23,41.8,43469.0,57774.0,22.0
278,Ventura,Port Hueneme,45,5.7,4.4,27.6,22.1,45,5.7,4.3,27.6,21.2,45,5.7,4.1,27.6,21.0,45,5.7,3.9,27.6,22.2,45,5.7,3.7,27.6,18.5,45,5.7,3.8,27.6,18.9,45,5.7,3.9,27.6,20.0,21723,11030,10693,31.3,29.6,33.6,2.95,3.52,1862,5781,14785,4428,3337,2386,49.20,26.60,21723,20405,12357,1111,295,1299,47,65,872,131,33,63,88,119,35,26,33,25,5224,20854,7080,3267,6599,4734,2315,877,1593,511,36.6,76544.0,98869.0,31.4
279,Plumas,Portola,36,2.9,4.7,6.8,13.5,36,2.9,4.3,6.8,12.1,36,2.9,3.6,6.8,10.5,36,2.9,3.7,6.8,14.4,34,2.9,4.7,6.8,16.1,34,2.9,3.7,6.8,13.2,34,2.9,3.6,6.8,9.7,2104,1016,1088,39.8,37.6,42.1,2.34,2.92,152,502,1505,582,443,304,51.70,23.90,2104,2040,1762,13,54,12,0,4,3,2,1,0,2,1,1,0,0,0,198,2080,887,378,591,455,80,35,144,72,49.9,45794.0,62345.0,22.6
280,San Mateo,Portola Valley,33,6.0,3.8,25.8,15.6,33,6.0,3.2,25.8,12.9,33,6.0,2.2,25.8,9.5,33,6.0,2.1,25.8,9.8,33,6.0,2.4,25.8,10.1,33,6.0,3.1,25.8,13.6,33,6.0,2.4,25.8,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,88202.0,126129.0,44.4
281,San Diego,Poway,41,8.6,7.3,17.3,13.2,41,8.6,6.7,17.3,12.7,41,8.6,5.7,17.3,11.4,41,8.6,5.8,17.3,11.3,41,8.6,5.7,17.3,9.7,41,8.6,5.1,17.3,8.4,41,8.6,5.2,17.3,8.4,47811,23555,24256,41.3,39.7,42.7,2.93,3.23,2441,11948,34034,12541,8797,5900,50.70,25.00,47811,45732,36781,783,265,4853,563,906,1865,317,259,635,308,106,36,40,7,23,2944,47261,16128,10523,15577,10930,2787,842,2246,691,34.8,62962.0,84889.0,34.6
